station_id,timestamp,temperature_celsius,humidity_percent,pm2_5
1006,2025-03-05 23:00:00,11.14,92.5,43.29
1006,2025-03-31 01:00:00,9.97,94.61,34.22
1006,2025-01-14 09:00:00,18.95,54.45,36.74
1006,2025-02-01 02:00:00,16.94,61.41,13.78
1006,2025-01-27 14:00:00,14.38,54.03,10.38
1006,2025-03-23 01:00:00,11.9,60.9,62.06
1006,2025-02-12 11:00:00,19.86,81.92,43.76
1006,2025-01-24 04:00:00,18.35,43.71,55.95
1006,2025-01-21 10:00:00,19.51,33.15,51.1
1006,2025-03-09 00:00:00,5.16,,54.34
1006,2025-02-03 09:00:00,6.34,37.91,22.26
1006,2025-03-10 01:00:00,19.66,53.95,48.9
1006,2025-02-07 10:00:00,14.23,63.67,25.45
1006,2025-01-15 02:00:00,8.72,60.07,22.41
1006,2025-01-27 11:00:00,7.4,46.84,66.68
1006,2025-01-13 08:00:00,16.16,36.61,71.69
1006,2025-01-12 07:00:00,8.74,51.67,12.24
1006,2025-01-06 18:00:00,6.86,52.84,6.48
1006,2025-01-17 11:00:00,14.82,33.07,36.21
1006,2025-03-20 15:00:00,19.13,,54.99
1006,2025-03-12 19:00:00,14.45,37.04,67.22
1006,2025-01-24 06:00:00,10.69,43.3,50.23
1006,2025-01-15 08:00:00,13.57,31.01,24.15
1006,2025-02-13 17:00:00,15.35,31.52,6.14
1006,2025-01-02 11:00:00,,79.43,60.92
1006,2025-01-26 21:00:00,12.21,72.92,36.49
1006,2025-02-05 02:00:00,14.81,82.96,25.29
1006,2025-02-08 05:00:00,6.67,78.58,45.15
1006,2025-03-21 07:00:00,10.1,,11.45
1006,2025-01-31 00:00:00,15.12,61.9,43.71
1006,2025-03-25 07:00:00,17.85,41.79,8.08
1006,2025-02-12 13:00:00,15.33,49.03,15.93
1006,2025-02-26 18:00:00,6.75,70.68,17.84
1006,2025-02-20 16:00:00,14.66,86.24,11.79
1006,2025-02-14 02:00:00,18.41,43.79,74.57
1006,2025-01-20 22:00:00,8.84,52.2,43.94
1006,2025-02-08 13:00:00,6.65,36.63,64.13
1006,2025-03-16 03:00:00,17.65,59.17,50.23
1006,2025-03-29 05:00:00,8.67,38.14,6.98
1006,2025-03-06 08:00:00,10.77,70.68,56.9
1006,2025-03-14 00:00:00,7.54,45.03,51.23
1006,2025-03-12 06:00:00,10.93,44.45,53.92
1006,2025-03-15 13:00:00,18.68,30.12,12.39
1006,2025-02-13 23:00:00,17.87,33.35,
1006,2025-03-29 15:00:00,16.06,40.99,48.76
1006,2025-01-07 10:00:00,18.2,88.08,73.62
1006,2025-02-19 08:00:00,6.6,48.63,20.91
1006,2025-01-10 06:00:00,11.91,87.32,50.84
1006,2025-01-03 17:00:00,15.04,72.27,56.44
1006,2025-03-22 17:00:00,19.52,67.64,12.98
1006,2025-02-07 13:00:00,5.37,50.5,46.13
1006,2025-02-02 19:00:00,14.45,52.08,62.63
1006,2025-03-13 03:00:00,8.88,79.27,50.39
1006,2025-03-06 14:00:00,15.85,46.08,8.56
1006,2025-01-17 22:00:00,7.07,39.19,13.95
1006,2025-01-20 02:00:00,11.08,89.47,50.28
1006,2025-03-05 11:00:00,6.69,53.32,
1006,2025-02-19 19:00:00,18.27,35.38,73.87
1006,2025-02-01 09:00:00,13.71,46.08,31.03
1006,2025-03-04 20:00:00,10.17,64.29,68.5
1006,2025-02-25 03:00:00,16.4,69.22,32.41
1006,2025-03-18 09:00:00,17.15,34.33,36.63
1006,2025-01-10 06:00:00,15.44,88.92,18.37
1006,2025-03-25 15:00:00,9.62,37.29,60.83
1006,2025-02-14 13:00:00,17.95,59.83,28.94
1006,2025-01-10 06:00:00,17.59,86.78,61.24
1006,2025-02-22 03:00:00,19.08,45.45,25.82
1006,2025-01-25 02:00:00,15.72,55.43,24.17
1006,2025-03-28 16:00:00,12.8,47.92,52.5
1006,2025-03-22 06:00:00,13.02,42.32,9.64
1006,2025-01-02 10:00:00,11.27,73.48,59.16
1006,2025-03-25 19:00:00,12.82,58.24,39.65
1006,2025-03-25 17:00:00,7.31,45.7,58.56
1006,2025-03-09 09:00:00,11.49,55.88,54.83
1006,2025-01-22 17:00:00,8.27,38.51,60.51
1006,2025-01-18 02:00:00,5.92,62.25,66.96
1006,2025-03-11 05:00:00,16.7,62.47,49.75
1006,2025-02-12 13:00:00,8.64,60.2,19.34
1006,2025-03-23 04:00:00,19.17,60.15,30.65
1006,2025-01-29 23:00:00,15.25,70.62,
1006,2025-03-20 23:00:00,8.48,64.33,
1006,2025-01-20 06:00:00,11.07,65.54,53.28
1006,2025-01-20 23:00:00,7.89,30.53,40.67
1006,2025-01-08 01:00:00,12.91,91.56,57.78
1006,2025-03-06 03:00:00,19.34,45.93,34.56
1006,2025-01-10 12:00:00,17.98,57.7,23.38
1006,2025-01-15 05:00:00,16.82,40.69,32.42
1006,2025-02-25 19:00:00,18.83,49.8,63.0
1006,2025-02-11 15:00:00,7.11,65.52,38.28
1006,2025-03-01 03:00:00,10.42,84.69,32.43
1006,2025-01-29 05:00:00,14.11,,13.59
1006,2025-02-11 17:00:00,5.94,77.0,42.27
1006,2025-03-24 02:00:00,8.46,84.98,29.05
1006,2025-01-18 20:00:00,5.46,49.02,47.09
1006,2025-01-29 09:00:00,15.24,82.78,17.9
1006,2025-02-26 20:00:00,5.8,50.06,52.98
1006,2025-03-28 11:00:00,17.89,45.86,38.22
1006,2025-01-05 20:00:00,5.59,91.16,24.31
1006,2025-03-14 03:00:00,12.76,80.13,6.91
1006,2025-02-02 00:00:00,13.98,82.32,64.01
1007,2025-02-21 14:00:00,15.8,40.47,70.69
1007,2025-02-23 20:00:00,6.26,81.82,15.09
1007,2025-03-15 17:00:00,14.67,59.81,19.06
1007,2025-02-16 15:00:00,19.82,69.92,30.32
1007,2025-02-13 18:00:00,19.56,93.17,26.32
1007,2025-01-06 09:00:00,5.31,,49.16
1007,2025-03-29 02:00:00,11.84,60.55,36.83
1007,2025-02-03 16:00:00,9.57,50.59,14.99
1007,2025-02-28 19:00:00,16.03,60.52,58.02
1007,2025-03-17 08:00:00,5.68,48.38,26.29
1007,2025-03-20 06:00:00,13.43,84.74,39.58
1007,2025-03-16 06:00:00,5.09,75.99,32.79
1007,2025-01-02 19:00:00,18.53,75.46,21.7
1007,2025-01-11 16:00:00,12.09,37.13,13.19
1007,2025-01-29 04:00:00,18.44,56.95,63.37
1007,2025-03-30 01:00:00,19.71,64.41,61.4
1007,2025-02-28 20:00:00,18.38,49.59,8.7
1007,2025-01-17 00:00:00,14.9,44.81,50.32
1007,2025-01-20 18:00:00,10.39,42.61,37.12
1007,2025-02-26 21:00:00,10.49,79.97,36.63
1007,2025-03-14 10:00:00,7.8,59.83,28.74
1007,2025-03-27 09:00:00,14.57,65.28,21.24
1007,2025-03-12 11:00:00,13.09,44.99,69.96
1007,2025-03-30 14:00:00,16.73,39.11,72.52
1007,2025-03-17 07:00:00,7.85,52.08,48.52
1007,2025-02-16 23:00:00,7.77,68.06,24.26
1007,2025-03-14 06:00:00,16.75,32.22,36.67
1007,2025-03-24 15:00:00,16.77,93.93,64.42
1007,2025-01-09 17:00:00,14.4,48.99,64.61
1007,2025-02-05 01:00:00,7.21,84.2,64.9
1007,2025-02-24 11:00:00,6.26,49.97,27.44
1007,2025-03-05 03:00:00,7.22,50.33,13.78
1007,2025-03-01 14:00:00,18.0,42.72,37.16
1007,2025-02-08 15:00:00,7.51,73.2,66.39
1007,2025-03-31 07:00:00,15.51,81.48,38.08
1007,2025-03-11 19:00:00,14.48,60.37,21.73
1007,2025-01-21 07:00:00,5.36,58.15,56.6
1007,2025-02-05 07:00:00,14.09,58.19,45.6
1007,2025-03-03 12:00:00,16.23,78.47,52.41
1007,2025-01-16 07:00:00,13.79,67.6,45.05
1007,2025-02-16 06:00:00,11.42,39.19,37.4
1007,2025-03-28 01:00:00,5.97,77.63,56.38
1007,2025-01-11 05:00:00,5.03,82.38,38.4
1007,2025-02-20 14:00:00,16.91,81.69,65.44
1007,2025-01-18 11:00:00,14.45,91.28,11.54
1007,2025-03-06 21:00:00,8.62,75.33,22.33
1007,2025-01-19 09:00:00,17.28,37.44,17.88
1007,2025-01-30 21:00:00,10.66,79.42,36.19
1007,2025-03-07 18:00:00,7.18,67.78,65.41
1007,2025-01-09 06:00:00,12.46,77.42,67.46
1007,2025-01-25 22:00:00,8.27,90.31,50.53
1007,2025-02-19 22:00:00,11.17,69.44,23.14
1007,2025-02-01 05:00:00,17.15,60.5,43.94
1007,2025-02-24 14:00:00,10.07,93.54,54.6
1007,2025-02-18 01:00:00,17.79,66.89,60.8
1007,2025-03-17 09:00:00,19.96,58.62,11.65
1007,2025-02-05 16:00:00,13.4,87.25,13.8
1007,2025-01-31 10:00:00,18.72,71.24,45.59
1007,2025-02-12 06:00:00,12.38,44.88,58.36
1007,2025-01-15 23:00:00,16.35,63.99,70.29
1007,2025-03-18 00:00:00,12.97,66.12,62.13
1007,2025-01-15 06:00:00,6.47,39.09,60.27
1007,2025-01-16 22:00:00,14.87,67.5,53.09
1007,2025-02-25 03:00:00,8.96,68.75,64.08
1007,2025-02-26 21:00:00,5.78,82.24,
1007,2025-03-18 08:00:00,12.71,58.14,64.97
1007,2025-01-25 15:00:00,8.51,,58.66
1007,2025-03-24 14:00:00,5.93,57.92,12.09
1007,2025-01-09 17:00:00,11.79,46.73,55.81
1007,2025-01-07 18:00:00,10.57,,9.93
1007,2025-03-25 16:00:00,7.11,73.03,37.15
1007,2025-02-14 17:00:00,11.91,94.43,11.0
1007,2025-03-22 05:00:00,5.77,78.51,34.96
1007,2025-02-10 02:00:00,14.66,65.53,67.39
1007,2025-02-23 23:00:00,16.6,33.25,7.9
1007,2025-02-26 17:00:00,11.23,61.08,8.91
1007,2025-03-05 00:00:00,17.92,59.21,62.59
1007,2025-03-05 21:00:00,12.07,42.6,7.38
1007,2025-02-16 10:00:00,,32.7,55.04
1007,2025-01-25 20:00:00,8.44,53.09,18.61
1007,2025-03-01 00:00:00,5.22,39.56,47.7
1007,2025-02-05 16:00:00,15.16,69.48,33.57
1007,2025-03-19 00:00:00,9.39,70.75,49.97
1007,2025-01-24 16:00:00,8.55,56.84,19.45
1007,2025-03-28 16:00:00,9.66,67.76,70.02
1007,2025-02-28 11:00:00,5.88,56.44,10.55
1007,2025-03-24 05:00:00,6.11,82.99,58.85
1007,2025-02-28 20:00:00,5.62,88.97,11.29
1007,2025-02-09 07:00:00,10.76,52.83,27.14
1007,2025-03-02 11:00:00,8.46,56.16,27.24
1007,2025-03-17 22:00:00,19.55,53.66,71.77
1007,2025-03-01 16:00:00,13.64,33.04,48.28
